timestep,node_id,order_quantity,inventory,true_reward
23,node_4,0.0,350.0,-24.0
23,node_5,0.0,380.0,-22.75
23,node_6,0.0,0.0,-20.9
24,node_1,0.0,110.0,-7.5
24,node_2,0.0,80.0,-11.0
24,node_3,0.0,400.0,-6.0
24,node_4,0.0,350.0,-24.0
24,node_5,0.0,380.0,-22.75
24,node_6,0.0,0.0,-20.9
25,node_1,0.0,110.0,-12.000000000000002
25,node_2,0.0,80.0,-11.0
25,node_3,0.0,400.0,-6.0
25,node_4,0.0,350.0,-24.0
25,node_5,0.0,380.0,-22.75
25,node_6,0.0,0.0,-20.9
26,node_1,0.0,110.0,-10.5
26,node_2,0.0,80.0,-11.0
26,node_3,0.0,400.0,-6.0
26,node_4,0.0,350.0,-24.0
26,node_5,0.0,380.0,-22.75
26,node_6,0.0,0.0,-20.9
27,node_1,0.0,110.0,-7.000000000000001
27,node_2,0.0,80.0,-11.0
27,node_3,0.0,400.0,-6.0
27,node_4,0.0,350.0,-24.0
27,node_5,0.0,380.0,-22.75
27,node_6,0.0,0.0,-20.9
28,node_1,0.0,110.0,-10.0
28,node_2,0.0,80.0,-11.0
28,node_3,0.0,400.0,-6.0
28,node_4,0.0,350.0,-24.0
28,node_5,0.0,380.0,-22.75
28,node_6,0.0,0.0,-20.9
29,node_1,0.0,110.0,-10.0
29,node_2,0.0,80.0,-11.0
29,node_3,0.0,400.0,-6.0
29,node_4,0.0,350.0,-24.0
29,node_5,0.0,380.0,-22.75
29,node_6,0.0,0.0,-20.9
